-3.49333661237979e+01,1.61918177731930e-04
-3.49630377311616e+01,1.52573135473774e-04
-3.49942893481255e+01,1.38677397041850e-04
-3.50242463719878e+01,1.27615894943850e-04
-3.50570318837286e+01,1.20375180084349e-04
-3.50914010455131e+01,1.11337596268440e-04
-3.51236020933732e+01,1.04540104098944e-04
-3.51525941706222e+01,9.80815674989922e-05
-3.51813806106540e+01,9.16126213805716e-05
-3.52162116352109e+01,8.71618017099421e-05
-3.52515874573763e+01,9.29713563455483e-05
-3.52837179359520e+01,9.07309231080230e-05
-3.53154645724516e+01,7.48840784716572e-05
-3.53436905660248e+01,6.22532686324447e-05
-3.53722734908272e+01,6.20169451532396e-05
-3.54034345685312e+01,5.82595810305916e-05
-3.54340736721367e+01,4.30035105937402e-05
-3.54624458836432e+01,3.65985323381241e-05
-3.54898072879539e+01,4.65307981205046e-05
-3.55179929201448e+01,5.71155521293946e-05
-3.55488778784952e+01,4.40435699304283e-05
-3.55822461703783e+01,3.96660518943790e-05
-3.56117177097607e+01,4.05706497462404e-05
-3.56397913967378e+01,3.06832325696102e-05
-3.56673824086219e+01,3.07488388350320e-05
-3.56937597028563e+01,3.55869260292661e-05
-3.57222489824953e+01,5.42986432318647e-05
-3.57518134969185e+01,6.43721229068799e-05
-3.57824611354962e+01,6.97356859085930e-05
-3.58108959023036e+01,7.77759684849322e-05
-3.58328955834473e+01,8.05927228156859e-05
-3.58564672395275e+01,1.01908297318412e-04
-3.58873142723344e+01,1.07542944550124e-04
-3.59183774152726e+01,1.10808413557613e-04
-3.59476225815094e+01,1.37658391233110e-04
-3.59748476172079e+01,1.54311196540342e-04
-3.60053898878518e+01,1.76970106143757e-04
-3.60346201600741e+01,1.96881526475718e-04
-3.60531479358738e+01,2.28609533386306e-04
-3.60729089296100e+01,2.70013109725708e-04
-3.15670559568840e+01,2.27127500360151e-04
-2.70549329268402e+01,2.10005415578486e-04
-2.25430641124861e+01,2.20897161391922e-04
-1.80306868269997e+01,2.42999767818220e-04
-1.35189543918217e+01,2.25806581965868e-04
-9.00834285020900e+00,2.51338534238318e-04
-4.49753347812600e+00,2.74477406725334e-04
1.18855059927118e-02,2.73574844399889e-04
4.52056997836818e+00,2.52592820449222e-04
9.03143978532686e+00,2.27433173032070e-04
1.35433357864894e+01,2.17814110412376e-04
1.80530227729239e+01,2.11583467950223e-04
2.25636396611051e+01,2.40396953853787e-04
2.70736502075662e+01,2.67453005318441e-04
3.15798506603899e+01,3.44244781101255e-04
3.60815682920816e+01,4.19762466382782e-04
3.60583457707794e+01,3.08646507145038e-04
3.60345358581444e+01,2.45421792101672e-04
3.60071548771696e+01,1.91321468090058e-04
3.59783952393599e+01,1.69246300150794e-04
3.59463389297259e+01,1.48692665353231e-04
3.59151451277826e+01,1.47481231264272e-04
3.58843115472833e+01,1.44723282017132e-04
3.58527302131364e+01,1.06451131332872e-04
3.58265229611622e+01,7.92131795228357e-05
3.58017471041587e+01,6.35232065385133e-05
3.57747170612001e+01,4.45277988392250e-05
3.57447691892677e+01,4.24407049702896e-05
3.57115754764522e+01,3.92379414390986e-05
3.56772655553011e+01,3.16244976531967e-05
3.56476800674332e+01,3.67098471885462e-05
3.56202996955797e+01,4.21385631881783e-05
3.55879306669147e+01,4.42579482005901e-05
3.55547295330942e+01,3.95572274525856e-05
3.55239953555419e+01,3.74533160975533e-05
3.54970736386516e+01,3.84329177068162e-05
3.54717218822077e+01,3.06668561892068e-05
3.54450906592361e+01,3.32792012044871e-05
3.54180960142014e+01,4.15550269830523e-05
3.53876554871014e+01,5.42693995883851e-05
3.53559687786160e+01,8.12651569134922e-05
3.53283453891707e+01,8.21316504535746e-05
3.53011763122662e+01,6.77401353450377e-05
3.52710766730888e+01,7.13341232839885e-05
3.52391876966983e+01,7.75149209760441e-05
3.52072528097413e+01,8.66310402511004e-05
3.51763938639611e+01,9.24747126607724e-05
3.51494149123893e+01,9.90394817234906e-05
3.51233389180636e+01,1.10728814187726e-04
3.50934347276933e+01,1.28200441429511e-04
3.50625186929963e+01,1.33866029858714e-04
3.50334867061364e+01,1.31925076450685e-04
3.50060732929365e+01,1.49823022551615e-04
3.49774729774190e+01,1.55098126144702e-04
3.49500517952626e+01,1.45305812020474e-04
3.05841489016711e+01,1.40815686005242e-04
2.62173313916697e+01,1.31066021687843e-04
2.18493584838824e+01,1.22681337271870e-04
1.74810816212859e+01,1.18462646197324e-04
1.31125250682767e+01,1.19038592342140e-04
8.74389234286222e+00,1.18305303456913e-04
4.37617179629674e+00,1.13761046020933e-04
7.74915118732888e-03,1.12842533627819e-04
-4.36015576419393e+00,1.13650713259206e-04
-8.72696245356486e+00,1.15204407821639e-04
-1.30955552464849e+01,1.17550039005918e-04
-1.74643148148407e+01,1.23260616514241e-04
-2.18322585618990e+01,1.30606244795353e-04
-2.62003392825553e+01,1.33354566455351e-04
-3.05676490323019e+01,1.41803432691654e-04
