-1.95000000000000e+02,-8.00000000000000e+01
-1.85000000000000e+02,-8.00000000000000e+01
-1.75000000000000e+02,-8.00000000000000e+01
-1.65000000000000e+02,-8.00000000000000e+01
-1.55000000000000e+02,-8.00000000000000e+01
-1.45000000000000e+02,-8.00000000000000e+01
-1.35000000000000e+02,-8.00000000000000e+01
-1.25000000000000e+02,-8.00000000000000e+01
-1.15000000000000e+02,-8.00000000000000e+01
-1.05000000000000e+02,-8.00000000000000e+01
-9.50000000000000e+01,-8.00000000000000e+01
-8.50000000000000e+01,-8.00000000000000e+01
-7.50000000000000e+01,-8.00000000000000e+01
-6.50000000000000e+01,-8.00000000000000e+01
-5.50000000000000e+01,-8.00000000000000e+01
-4.50000000000000e+01,-8.00000000000000e+01
-3.50000000000000e+01,-8.00000000000000e+01
-2.50000000000000e+01,-8.00000000000000e+01
-1.50000000000000e+01,-8.00000000000000e+01
-5.00000000000000e+00,-8.00000000000000e+01
5.00000000000000e+00,-8.00000000000000e+01
1.50000000000000e+01,-8.00000000000000e+01
2.50000000000000e+01,-8.00000000000000e+01
3.50000000000000e+01,-8.00000000000000e+01
4.50000000000000e+01,-8.00000000000000e+01
5.50000000000000e+01,-8.00000000000000e+01
6.50000000000000e+01,-8.00000000000000e+01
7.50000000000000e+01,-8.00000000000000e+01
8.50000000000000e+01,-8.00000000000000e+01
9.50000000000000e+01,-8.00000000000000e+01
1.05000000000000e+02,-8.00000000000000e+01
1.15000000000000e+02,-8.00000000000000e+01
1.25000000000000e+02,-8.00000000000000e+01
1.35000000000000e+02,-8.00000000000000e+01
1.45000000000000e+02,-8.00000000000000e+01
1.55000000000000e+02,-8.00000000000000e+01
1.65000000000000e+02,-8.00000000000000e+01
1.75000000000000e+02,-8.00000000000000e+01
1.85000000000000e+02,-8.00000000000000e+01
1.95000000000000e+02,-8.00000000000000e+01
1.95000000000000e+02,-7.00000000000000e+01
1.95000000000000e+02,-6.00000000000000e+01
1.95000000000000e+02,-5.00000000000000e+01
1.95000000000000e+02,-4.00000000000000e+01
1.95000000000000e+02,-3.00000000000000e+01
1.95000000000000e+02,-2.00000000000000e+01
1.95000000000000e+02,-1.00000000000000e+01
1.95000000000000e+02,0.00000000000000e+00
1.95000000000000e+02,1.00000000000000e+01
1.95000000000000e+02,2.00000000000000e+01
1.95000000000000e+02,3.00000000000000e+01
1.95000000000000e+02,4.00000000000000e+01
1.95000000000000e+02,5.00000000000000e+01
1.95000000000000e+02,6.00000000000000e+01
1.95000000000000e+02,7.00000000000000e+01
1.95000000000000e+02,8.00000000000000e+01
1.85000000000000e+02,8.00000000000000e+01
1.75000000000000e+02,8.00000000000000e+01
1.65000000000000e+02,8.00000000000000e+01
1.55000000000000e+02,8.00000000000000e+01
1.45000000000000e+02,8.00000000000000e+01
1.35000000000000e+02,8.00000000000000e+01
1.25000000000000e+02,8.00000000000000e+01
1.15000000000000e+02,8.00000000000000e+01
1.05000000000000e+02,8.00000000000000e+01
9.50000000000000e+01,8.00000000000000e+01
8.50000000000000e+01,8.00000000000000e+01
7.50000000000000e+01,8.00000000000000e+01
6.50000000000000e+01,8.00000000000000e+01
5.50000000000000e+01,8.00000000000000e+01
4.50000000000000e+01,8.00000000000000e+01
3.50000000000000e+01,8.00000000000000e+01
2.50000000000000e+01,8.00000000000000e+01
1.50000000000000e+01,8.00000000000000e+01
5.00000000000000e+00,8.00000000000000e+01
-5.00000000000000e+00,8.00000000000000e+01
-1.50000000000000e+01,8.00000000000000e+01
-2.50000000000000e+01,8.00000000000000e+01
-3.50000000000000e+01,8.00000000000000e+01
-4.50000000000000e+01,8.00000000000000e+01
-5.50000000000000e+01,8.00000000000000e+01
-6.50000000000000e+01,8.00000000000000e+01
-7.50000000000000e+01,8.00000000000000e+01
-8.50000000000000e+01,8.00000000000000e+01
-9.50000000000000e+01,8.00000000000000e+01
-1.05000000000000e+02,8.00000000000000e+01
-1.15000000000000e+02,8.00000000000000e+01
-1.25000000000000e+02,8.00000000000000e+01
-1.35000000000000e+02,8.00000000000000e+01
-1.45000000000000e+02,8.00000000000000e+01
-1.55000000000000e+02,8.00000000000000e+01
-1.65000000000000e+02,8.00000000000000e+01
-1.75000000000000e+02,8.00000000000000e+01
-1.85000000000000e+02,8.00000000000000e+01
-1.95000000000000e+02,8.00000000000000e+01
-1.95000000000000e+02,7.00000000000000e+01
-1.95000000000000e+02,6.00000000000000e+01
-1.95000000000000e+02,5.00000000000000e+01
-1.95000000000000e+02,4.00000000000000e+01
-1.95000000000000e+02,3.00000000000000e+01
-1.95000000000000e+02,2.00000000000000e+01
-1.95000000000000e+02,1.00000000000000e+01
-1.95000000000000e+02,0.00000000000000e+00
-1.95000000000000e+02,-1.00000000000000e+01
-1.95000000000000e+02,-2.00000000000000e+01
-1.95000000000000e+02,-3.00000000000000e+01
-1.95000000000000e+02,-4.00000000000000e+01
-1.95000000000000e+02,-5.00000000000000e+01
-1.95000000000000e+02,-6.00000000000000e+01
-1.95000000000000e+02,-7.00000000000000e+01
